,tsx,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
0,0.0,0.004024969060813446,-0.0024208162580044417,-0.0038932713991040708,0.0008815168822394808,-0.002927078104655347,-0.0030778459166717516,0.00034447225775180093,-0.0032011244669525934,-0.005979919688049756,-0.0011554667444618955,-0.002499054576611955,-0.001514766861319963,0.002454045395953344,0.00759799201945969,0.005313418964112249,-0.002733379645953127,-0.0017306255332246651,-0.019444724590592457,0.001079325655465967,-0.004474915456941554,-0.0006809965878069374,-0.0041515454737299255,-0.0009168627960624683,-0.005947160678507399,-0.0026355884608154486,-0.004945475175309747,-0.0008069361217324424
1,0.0,-0.00017383665419219057,0.004024969060813446,-0.0024208162580044417,-0.005980405437436892,0.0008815168822394808,-0.002927078104655347,-0.005903015704512881,0.00034447225775180093,-0.0032011244669525934,-0.00361319661269344,-0.0011554667444618955,-0.002499054576611955,-0.002307595080709392,0.002454045395953344,0.00759799201945969,-0.01885128718273301,-0.002733379645953127,-0.0017306255332246651,-0.002165381610274983,0.001079325655465967,-0.004474915456941554,-0.0018875901453141567,-0.0041515454737299255,-0.0009168627960624683,-0.015685453436218934,-0.0026355884608154486,-0.004945475175309747
2,0.0,-0.0013594191446546725,-0.00017383665419219057,0.004024969060813446,0.0067461033734300966,-0.005980405437436892,0.0008815168822394808,0.006280988878446572,-0.005903015704512881,0.00034447225775180093,0.008467995306547725,-0.00361319661269344,-0.0011554667444618955,-0.0014377491209330794,-0.002307595080709392,0.002454045395953344,0.009910961283886195,-0.01885128718273301,-0.002733379645953127,-0.0016707088720699411,-0.002165381610274983,0.001079325655465967,0.002961511000162446,-0.0018875901453141567,-0.0041515454737299255,-0.006410332275616081,-0.015685453436218934,-0.0026355884608154486
3,1.0,-0.003332299372690926,-0.0013594191446546725,-0.00017383665419219057,0.0012948051691653573,0.0067461033734300966,-0.005980405437436892,-0.0005829870816134101,0.006280988878446572,-0.005903015704512881,0.0014511383091901013,0.008467995306547725,-0.00361319661269344,0.011196702658693668,-0.0014377491209330794,-0.002307595080709392,-0.008556603576783728,0.009910961283886195,-0.01885128718273301,0.005645910340013531,-0.0016707088720699411,-0.002165381610274983,0.014042623528271882,0.002961511000162446,-0.0018875901453141567,0.001403475276312967,-0.006410332275616081,-0.015685453436218934
4,0.0,0.00042682212212673845,-0.003332299372690926,-0.0013594191446546725,0.004879257096969231,0.0012948051691653573,0.0067461033734300966,0.004574950605455692,-0.0005829870816134101,0.006280988878446572,0.006341196206738435,0.0014511383091901013,0.008467995306547725,0.015660059009118932,0.011196702658693668,-0.0014377491209330794,0.005670558394262326,-0.008556603576783728,0.009910961283886195,0.0027276978329821315,0.005645910340013531,-0.0016707088720699411,0.00011530954086110367,0.014042623528271882,0.002961511000162446,0.003371281681781085,0.001403475276312967,-0.006410332275616081
5,0.0,-0.013022881493513718,0.00042682212212673845,-0.003332299372690926,-0.00047738354157524153,0.004879257096969231,0.0012948051691653573,-0.0031334482684312282,0.004574950605455692,-0.0005829870816134101,0.0007960463154102211,0.006341196206738435,0.0014511383091901013,-0.007087635771277778,0.015660059009118932,0.011196702658693668,-0.014532287668012393,0.005670558394262326,-0.008556603576783728,-0.009445980660195044,0.0027276978329821315,0.005645910340013531,-0.0050867403322731,0.00011530954086110367,0.014042623528271882,-0.012789885141265552,0.003371281681781085,0.001403475276312967
6,0.0,-0.008975423428341903,-0.013022881493513718,0.00042682212212673845,-0.008045602355597658,-0.00047738354157524153,0.004879257096969231,-0.008859370161117049,-0.0031334482684312282,0.004574950605455692,-0.006214999750624076,0.0007960463154102211,0.006341196206738435,-0.0023754238213867223,-0.007087635771277778,0.015660059009118932,-0.0014153265311557422,-0.014532287668012393,0.005670558394262326,-0.009993789276120955,-0.009445980660195044,0.0027276978329821315,-0.009022575484707125,-0.0050867403322731,0.00011530954086110367,0.0014332905033692563,-0.012789885141265552,0.003371281681781085
7,0.0,-0.0005619927750023408,-0.008975423428341903,-0.013022881493513718,0.002008726796378382,-0.008045602355597658,-0.00047738354157524153,-0.0006465205163872687,-0.008859370161117049,-0.0031334482684312282,0.0021743975885913282,-0.006214999750624076,0.0007960463154102211,0.012703265789849939,-0.0023754238213867223,-0.007087635771277778,-0.006436564557617198,-0.0014153265311557422,-0.014532287668012393,-0.009975543003694212,-0.009993789276120955,-0.009445980660195044,-0.015852629449266673,-0.009022575484707125,-0.0050867403322731,0.0012083695210838865,0.0014332905033692563,-0.012789885141265552
8,1.0,-0.015119874765032815,-0.0005619927750023408,-0.008975423428341903,-0.016300913470395906,0.002008726796378382,-0.008045602355597658,-0.015123491501110432,-0.0006465205163872687,-0.008859370161117049,-0.015474066746721452,0.0021743975885913282,-0.006214999750624076,-0.00885046238437621,0.012703265789849939,-0.0023754238213867223,-0.0037819747455857906,-0.006436564557617198,-0.0014153265311557422,0.001458046000511456,-0.009975543003694212,-0.009993789276120955,-0.0020483573372042005,-0.015852629449266673,-0.009022575484707125,-0.012300333416938496,0.0012083695210838865,0.0014332905033692563
9,0.0,0.008903696379085679,-0.015119874765032815,-0.0005619927750023408,0.008539261452038368,-0.016300913470395906,0.002008726796378382,0.007125126740024017,-0.015123491501110432,-0.0006465205163872687,0.00982713507146568,-0.015474066746721452,0.0021743975885913282,0.0049648568358042445,-0.00885046238437621,0.012703265789849939,-0.019153090243837167,-0.0037819747455857906,-0.006436564557617198,-0.0004198479329218885,0.001458046000511456,-0.009975543003694212,-0.007152571502574049,-0.0020483573372042005,-0.015852629449266673,-0.00887954279042462,-0.012300333416938496,0.0012083695210838865
